arquivo,conjunto
LA_E_6751027,treino
LA_E_6751189,treino
LA_E_6751204,treino
LA_E_6751242,treino
LA_E_6751432,treino
LA_E_6751469,treino
LA_E_6751501,treino
LA_E_6751546,treino
LA_E_6751547,treino
LA_E_6751548,treino
LA_E_6751627,treino
LA_E_6751629,treino
LA_E_6751637,treino
LA_E_6751670,teste
LA_E_6751794,treino
LA_E_6751823,teste
LA_E_6751837,validacao
LA_E_6751937,treino
LA_E_6751944,validacao
LA_E_6752051,treino
LA_E_6752076,treino
LA_E_6752094,teste
LA_E_6752167,treino
LA_E_6752178,treino
LA_E_6752234,teste
LA_E_6752471,treino
LA_E_6752502,treino
LA_E_6752577,treino
LA_E_6752637,treino
LA_E_6752648,treino
LA_E_6752698,treino
LA_E_6752700,treino
LA_E_6752715,teste
LA_E_6752729,teste
LA_E_6752788,treino
LA_E_6752844,validacao
LA_E_6752871,treino
LA_E_6752885,treino
LA_E_6752917,treino
LA_E_6753000,validacao
LA_E_6753013,teste
LA_E_6753024,treino
LA_E_6753151,treino
LA_E_6753270,teste
LA_E_6753271,validacao
LA_E_6753278,treino
LA_E_6753303,treino
LA_E_6753310,teste
LA_E_6753351,treino
LA_E_6753383,teste
LA_E_6753387,treino
LA_E_6753412,validacao
LA_E_6753435,treino
LA_E_6753524,treino
LA_E_6753545,treino
LA_E_6753618,teste
LA_E_6753650,treino
LA_E_6753700,treino
LA_E_6753730,teste
LA_E_6753939,treino
LA_E_6753980,validacao
LA_E_6754019,treino
LA_E_6754021,teste
LA_E_6754047,validacao
LA_E_6754056,treino
LA_E_6754057,treino
LA_E_6754157,treino
LA_E_6754205,treino
LA_E_6754428,treino
LA_E_6754429,teste
LA_E_6754434,treino
LA_E_6754482,treino
LA_E_6754502,treino
LA_E_6754564,treino
LA_E_6754612,treino
LA_E_6754681,treino
LA_E_6754725,treino
LA_E_6754757,treino
LA_E_6754853,treino
LA_E_6754884,treino
LA_E_6754887,treino
LA_E_6754940,teste
LA_E_6754941,treino
LA_E_6754942,validacao
LA_E_6754982,treino
LA_E_6755007,teste
LA_E_6755105,teste
LA_E_6755156,validacao
LA_E_6755163,treino
LA_E_6755188,treino
LA_E_6755221,treino
LA_E_6755297,treino
LA_E_6755405,treino
LA_E_6755407,treino
LA_E_6755440,validacao
LA_E_6755447,treino
LA_E_6755607,teste
LA_E_6755654,validacao
LA_E_6755671,treino
LA_E_6755680,treino
LA_E_6755688,treino
LA_E_6755726,treino
LA_E_6755790,treino
LA_E_6755795,treino
LA_E_6755815,treino
LA_E_6755816,treino
LA_E_6755826,treino
LA_E_6755864,treino
LA_E_6755876,treino
LA_E_6755883,teste
LA_E_6755905,treino
LA_E_6755947,treino
LA_E_6756052,teste
LA_E_6756069,treino
LA_E_6756125,validacao
LA_E_6756128,treino
LA_E_6756223,treino
LA_E_6756234,validacao
LA_E_6756269,treino
LA_E_6756280,teste
LA_E_6756428,validacao
LA_E_6756430,treino
LA_E_6756444,treino
LA_E_6756576,validacao
LA_E_6756588,validacao
LA_E_6756607,teste
LA_E_6756627,treino
LA_E_6756651,treino
LA_E_6756693,treino
LA_E_6756732,treino
LA_E_6756742,treino
LA_E_6756763,treino
LA_E_6756802,treino
LA_E_6756838,treino
LA_E_6756848,teste
LA_E_6756912,treino
LA_E_6756959,teste
LA_E_6757144,treino
LA_E_6757149,treino
LA_E_6757155,validacao
LA_E_6757177,treino
LA_E_6757208,treino
LA_E_6757229,validacao
LA_E_6757299,treino
LA_E_6757322,treino
LA_E_6757414,treino
LA_E_6757426,treino
LA_E_6757473,treino
LA_E_6757612,treino
LA_E_6757632,treino
LA_E_6757895,treino
LA_E_6757900,treino
LA_E_6757993,validacao
LA_E_6758027,validacao
LA_E_6758033,treino
LA_E_6758102,treino
LA_E_6758118,teste
LA_E_6758245,treino
LA_E_6758293,teste
LA_E_6758321,validacao
LA_E_6758322,treino
LA_E_6758326,validacao
LA_E_6758381,treino
LA_E_6758457,teste
LA_E_6758643,treino
LA_E_6758682,treino
LA_E_6758741,treino
LA_E_6758756,treino
LA_E_6758773,treino
LA_E_6758822,validacao
LA_E_6758834,treino
LA_E_6758842,treino
LA_E_6758882,validacao
LA_E_6758898,teste
LA_E_6758901,treino
LA_E_6758908,teste
LA_E_6758938,validacao
LA_E_6759116,validacao
LA_E_6759117,validacao
LA_E_6759249,validacao
LA_E_6759320,treino
LA_E_6759347,validacao
LA_E_6759365,validacao
LA_E_6759389,treino
LA_E_6759444,validacao
LA_E_6759595,treino
LA_E_6759763,treino
LA_E_6759831,teste
LA_E_6759954,validacao
LA_E_6760032,validacao
LA_E_6760052,validacao
LA_E_6760056,validacao
LA_E_6760126,validacao
LA_E_6760132,treino
LA_E_6760133,teste
LA_E_6760192,treino
LA_E_6760249,treino
LA_E_6760271,treino
LA_E_6760317,treino
LA_E_6760329,validacao
LA_E_6760421,treino
LA_E_6760501,teste
LA_E_6760518,treino
LA_E_6760696,validacao
LA_E_6760697,treino
LA_E_6760766,treino
LA_E_6760801,treino
LA_E_6760847,treino
LA_E_6760851,treino
LA_E_6760870,treino
LA_E_6760960,treino
LA_E_6760993,treino
LA_E_6761047,treino
LA_E_6761584,treino
LA_E_6761587,treino
LA_E_6761594,treino
LA_E_6761605,teste
LA_E_6761615,validacao
LA_E_6761633,treino
LA_E_6761706,treino
LA_E_6761722,treino
LA_E_6761741,teste
LA_E_6761745,treino
LA_E_6761749,validacao
LA_E_6761816,treino
LA_E_6761856,teste
LA_E_6761880,teste
LA_E_6761901,treino
LA_E_6761905,teste
LA_E_6761950,treino
LA_E_6761967,treino
LA_E_6761981,teste
LA_E_6762100,treino
LA_E_6762122,treino
LA_E_6762125,validacao
LA_E_6762160,treino
LA_E_6762195,treino
LA_E_6762217,treino
LA_E_6762311,treino
LA_E_6762315,teste
LA_E_6762317,treino
LA_E_6762386,treino
LA_E_6762457,treino
LA_E_6762511,treino
LA_E_6762516,teste
LA_E_6762523,validacao
LA_E_6762557,treino
LA_E_6762558,validacao
LA_E_6762562,treino
LA_E_6762639,treino
LA_E_6762687,treino
LA_E_6762802,treino
LA_E_6762920,teste
LA_E_6763158,treino
LA_E_6763181,treino
LA_E_6763224,treino
LA_E_6763319,treino
LA_E_6763401,treino
LA_E_6763441,validacao
LA_E_6763490,treino
LA_E_6763564,treino
LA_E_6763645,teste
LA_E_6763691,treino
LA_E_6763747,treino
LA_E_6763833,treino
LA_E_6763913,treino
LA_E_6763948,treino
LA_E_6763975,treino
LA_E_6763982,treino
LA_E_6764026,validacao
LA_E_6764060,teste
LA_E_6764097,treino
LA_E_6764112,treino
LA_E_6764153,treino
LA_E_6764208,validacao
LA_E_6764301,treino
LA_E_6764330,treino
LA_E_6764390,validacao
LA_E_6764406,treino
LA_E_6764416,treino
LA_E_6764431,treino
LA_E_6764499,treino
LA_E_6764502,treino
LA_E_6764505,teste
LA_E_6764514,treino
LA_E_6764559,teste
LA_E_6764562,validacao
LA_E_6764618,validacao
LA_E_6764624,teste
LA_E_6764674,teste
LA_E_6764681,treino
LA_E_6764758,treino
LA_E_6764759,treino
LA_E_6764764,teste
LA_E_6764838,treino
LA_E_6764955,validacao
LA_E_6765049,treino
LA_E_6765120,treino
LA_E_6765125,treino
LA_E_6765205,treino
LA_E_6765315,treino
LA_E_6765341,treino
LA_E_6765349,treino
LA_E_6765369,validacao
LA_E_6765422,treino
LA_E_6765449,treino
LA_E_6765485,treino
LA_E_6765501,teste
LA_E_6765565,treino
LA_E_6765612,treino
LA_E_6765617,treino
LA_E_6765649,treino
LA_E_6765664,teste
LA_E_6765720,teste
LA_E_6765742,treino
LA_E_6765744,treino
LA_E_6765816,treino
LA_E_6765848,validacao
LA_E_6765897,treino
LA_E_6765931,treino
LA_E_6765942,treino
LA_E_6765973,treino
LA_E_6765982,teste
LA_E_6766017,treino
LA_E_6766105,validacao
LA_E_6766112,treino
LA_E_6766162,treino
LA_E_6766211,treino
LA_E_6766258,validacao
LA_E_6766443,teste
LA_E_6766490,treino
LA_E_6766666,treino
LA_E_6766744,validacao
LA_E_6766760,treino
LA_E_6766766,treino
LA_E_6766881,treino
LA_E_6767113,treino
LA_E_6767120,validacao
LA_E_6767143,teste
LA_E_6767174,treino
LA_E_6767200,treino
LA_E_6767318,treino
LA_E_6767375,treino
LA_E_6767422,validacao
LA_E_6767438,treino
LA_E_6767463,treino
LA_E_6767544,treino
LA_E_6767567,treino
LA_E_6767664,treino
LA_E_6767681,treino
LA_E_6767773,treino
LA_E_6767854,teste
LA_E_6767856,treino
LA_E_6767927,treino
LA_E_6767964,treino
LA_E_6767978,treino
LA_E_6768075,treino
LA_E_6768187,teste
LA_E_6768262,treino
LA_E_6768315,treino
LA_E_6768360,treino
LA_E_6768375,treino
LA_E_6768389,treino
LA_E_6768402,validacao
LA_E_6768420,treino
LA_E_6768445,validacao
LA_E_6768460,treino
LA_E_6768517,treino
LA_E_6768689,treino
LA_E_6768807,treino
LA_E_6768896,validacao
LA_E_6768911,treino
LA_E_6768969,teste
LA_E_6769000,treino
LA_E_6769036,treino
LA_E_6769047,treino
LA_E_6769058,treino
LA_E_6769073,treino
LA_E_6769075,treino
LA_E_6769150,treino
LA_E_6769213,treino
LA_E_6769372,treino
LA_E_6769375,treino
LA_E_6769438,validacao
LA_E_6769443,treino
LA_E_6769474,treino
LA_E_6769509,treino
LA_E_6769531,treino
LA_E_6769546,treino
LA_E_6769670,treino
LA_E_6769676,treino
LA_E_6769788,treino
LA_E_6769816,treino
LA_E_6769838,validacao
LA_E_6769931,validacao
LA_E_6770020,teste
LA_E_6770079,teste
LA_E_6770303,treino
LA_E_6770463,treino
LA_E_6770474,treino
LA_E_6770542,treino
LA_E_6770628,treino
LA_E_6770629,treino
LA_E_6770702,treino
LA_E_6770809,treino
LA_E_6770916,treino
LA_E_6770925,treino
LA_E_6770944,treino
LA_E_6770980,treino
LA_E_6771076,treino
LA_E_6771133,treino
LA_E_6771143,treino
LA_E_6771258,treino
LA_E_6771338,treino
LA_E_6771454,treino
LA_E_6771608,treino
LA_E_6771637,validacao
LA_E_6771651,treino
LA_E_6771682,teste
LA_E_6771687,treino
LA_E_6771775,treino
LA_E_6771781,validacao
LA_E_6771954,teste
LA_E_6772009,validacao
LA_E_6772056,treino
LA_E_6772071,treino
LA_E_6772206,treino
LA_E_6772212,treino
LA_E_6772253,treino
LA_E_6772260,treino
LA_E_6772285,treino
LA_E_6772286,treino
LA_E_6772328,treino
LA_E_6772410,treino
LA_E_6772437,validacao
LA_E_6772445,validacao
LA_E_6772460,treino
LA_E_6772481,treino
LA_E_6772730,treino
LA_E_6772741,treino
LA_E_6772749,treino
LA_E_6772766,treino
LA_E_6772768,treino
LA_E_6772814,treino
LA_E_6772844,validacao
LA_E_6772936,treino
LA_E_6772947,treino
LA_E_6772950,treino
LA_E_6773087,treino
LA_E_6773113,treino
LA_E_6773133,treino
LA_E_6773141,treino
LA_E_6773329,treino
LA_E_6773416,treino
LA_E_6773441,validacao
LA_E_6773490,treino
LA_E_6773529,treino
LA_E_6773652,treino
LA_E_6773698,validacao
LA_E_6773762,teste
LA_E_6773768,treino
LA_E_6773953,treino
LA_E_6774048,treino
LA_E_6774072,treino
LA_E_6774163,treino
LA_E_6774166,teste
LA_E_6774229,treino
LA_E_6774296,treino
LA_E_6774299,treino
LA_E_6774322,teste
LA_E_6774332,treino
LA_E_6774352,treino
LA_E_6774371,treino
LA_E_6774419,treino
LA_E_6774461,teste
LA_E_6774495,teste
LA_E_6774497,treino
LA_E_6774514,treino
LA_E_6774537,validacao
LA_E_6774701,treino
LA_E_6774734,treino
LA_E_6774741,treino
LA_E_6774762,treino
LA_E_6774866,validacao
LA_E_6774872,validacao
LA_E_6774887,treino
LA_E_6774916,treino
LA_E_6774963,treino
LA_E_6775042,teste
LA_E_6775081,treino
LA_E_6775090,treino
LA_E_6775221,treino
LA_E_6775284,treino
LA_E_6775298,treino
LA_E_6775299,teste
LA_E_6775363,treino
LA_E_6775384,treino
LA_E_6775390,validacao
LA_E_6775497,treino
LA_E_6775541,treino
LA_E_6775546,validacao
LA_E_6775630,treino
LA_E_6775632,treino
LA_E_6775652,validacao
LA_E_6775707,treino
LA_E_6775847,validacao
LA_E_6775871,treino
LA_E_6775931,treino
LA_E_6776008,treino
LA_E_6776059,teste
LA_E_6776111,teste
LA_E_6776113,validacao
LA_E_6776148,treino
LA_E_6776168,validacao
LA_E_6776222,treino
LA_E_6776242,treino
LA_E_6776300,teste
LA_E_6776305,treino
LA_E_6776308,treino
LA_E_6776350,treino
LA_E_6776469,treino
LA_E_6776483,treino
LA_E_6776596,treino
LA_E_6776628,treino
LA_E_6776648,treino
LA_E_6776816,treino
LA_E_6776868,treino
LA_E_6776881,validacao
LA_E_6776920,treino
LA_E_6776923,teste
LA_E_6776932,treino
LA_E_6776955,treino
LA_E_6776956,treino
LA_E_6776957,treino
LA_E_6777015,teste
LA_E_6777042,validacao
LA_E_6777080,validacao
LA_E_6777102,validacao
LA_E_6777161,treino
LA_E_6777223,treino
LA_E_6777230,treino
LA_E_6777248,treino
LA_E_6777263,validacao
LA_E_6777304,treino
LA_E_6777308,treino
LA_E_6777331,teste
LA_E_6777348,treino
LA_E_6777399,treino
LA_E_6777426,treino
LA_E_6777518,treino
LA_E_6777599,treino
LA_E_6777632,treino
LA_E_6777728,treino
LA_E_6777822,treino
LA_E_6777839,treino
LA_E_6777867,validacao
LA_E_6777972,treino
LA_E_6778054,treino
LA_E_6778078,treino
LA_E_6778087,treino
LA_E_6778102,validacao
LA_E_6778117,treino
LA_E_6778346,treino
LA_E_6778405,treino
LA_E_6778512,treino
LA_E_6778515,treino
LA_E_6778607,teste
LA_E_6778623,validacao
LA_E_6778625,validacao
LA_E_6778768,treino
LA_E_6778799,treino
LA_E_6778813,treino
LA_E_6778857,treino
LA_E_6778932,treino
LA_E_6778969,treino
LA_E_6778971,teste
LA_E_6779064,treino
LA_E_6779069,treino
LA_E_6779131,validacao
LA_E_6779142,treino
LA_E_6779208,treino
LA_E_6779221,treino
LA_E_6779309,validacao
LA_E_6779364,treino
LA_E_6779372,treino
LA_E_6779498,validacao
LA_E_6779523,validacao
LA_E_6779548,treino
LA_E_6779596,treino
LA_E_6779608,treino
LA_E_6779648,validacao
LA_E_6780013,treino
LA_E_6780051,validacao
LA_E_6780155,treino
LA_E_6780174,teste
LA_E_6780176,treino
LA_E_6780192,treino
LA_E_6780201,treino
LA_E_6780220,treino
LA_E_6780226,validacao
LA_E_6780242,treino
LA_E_6780259,treino
LA_E_6780292,treino
LA_E_6780340,teste
LA_E_6780407,treino
LA_E_6780493,validacao
LA_E_6780559,treino
LA_E_6780567,treino
LA_E_6780573,treino
LA_E_6780577,teste
LA_E_6780619,teste
LA_E_6780680,treino
LA_E_6780734,treino
LA_E_6780741,treino
LA_E_6780829,treino
LA_E_6780888,validacao
LA_E_6780962,treino
LA_E_6781041,treino
LA_E_6781075,treino
LA_E_6781125,treino
LA_E_6781151,teste
LA_E_6781195,treino
LA_E_6781209,treino
LA_E_6781254,treino
LA_E_6781306,treino
LA_E_6781335,teste
LA_E_6781639,treino
LA_E_6781675,treino
LA_E_6781699,teste
LA_E_6781720,validacao
LA_E_6781806,treino
LA_E_6781881,treino
LA_E_6781916,treino
LA_E_6781923,treino
LA_E_6781958,teste
LA_E_6782254,treino
LA_E_6782270,treino
LA_E_6782282,treino
LA_E_6782337,treino
LA_E_6782530,treino
LA_E_6782558,teste
LA_E_6782584,treino
LA_E_6782607,teste
LA_E_6782632,treino
LA_E_6782658,treino
LA_E_6782690,treino
LA_E_6782707,treino
LA_E_6782727,teste
LA_E_6782731,treino
LA_E_6782795,teste
LA_E_6782799,treino
LA_E_6782843,treino
LA_E_6782849,treino
LA_E_6782869,validacao
LA_E_6782894,validacao
LA_E_6782927,treino
LA_E_6782959,treino
LA_E_6782976,treino
LA_E_6782999,treino
LA_E_6783050,treino
LA_E_6783265,treino
LA_E_6783284,treino
LA_E_6783484,treino
LA_E_6783537,treino
LA_E_6783739,treino
LA_E_6783770,teste
LA_E_6783846,treino
LA_E_6784030,treino
LA_E_6784189,treino
LA_E_6784241,teste
LA_E_6784250,treino
LA_E_6784408,treino
LA_E_6784491,treino
LA_E_6784543,treino
LA_E_6784669,treino
LA_E_6784792,treino
LA_E_6784803,validacao
LA_E_6784833,treino
LA_E_6784969,treino
LA_E_6785130,treino
LA_E_6785187,treino
LA_E_6785283,treino
LA_E_6785334,treino
LA_E_6785402,treino
LA_E_6785461,treino
LA_E_6785495,teste
LA_E_6785498,teste
LA_E_6785545,treino
LA_E_6785608,treino
LA_E_6785838,teste
LA_E_6785934,teste
LA_E_6786045,treino
LA_E_6786063,treino
LA_E_6786093,treino
LA_E_6786160,treino
LA_E_6786334,treino
LA_E_6786413,validacao
LA_E_6786471,teste
LA_E_6786547,treino
LA_E_6786573,treino
LA_E_6786604,treino
LA_E_6786723,treino
LA_E_6786755,treino
LA_E_6786964,validacao
LA_E_6787035,treino
LA_E_6787036,treino
LA_E_6787038,validacao
LA_E_6787080,treino
LA_E_6787137,treino
LA_E_6787145,validacao
LA_E_6787211,treino
LA_E_6787232,treino
LA_E_6787301,treino
LA_E_6787306,treino
LA_E_6787310,treino
LA_E_6787336,treino
LA_E_6787384,treino
LA_E_6787410,treino
LA_E_6787417,treino
LA_E_6787535,treino
LA_E_6787562,teste
LA_E_6787574,treino
LA_E_6787591,treino
LA_E_6787616,treino
LA_E_6787639,teste
LA_E_6787680,teste
LA_E_6787702,treino
LA_E_6787787,treino
LA_E_6787805,treino
LA_E_6787842,treino
LA_E_6787859,validacao
LA_E_6787953,treino
LA_E_6787996,treino
LA_E_6788015,treino
LA_E_6788026,treino
LA_E_6788070,teste
LA_E_6788087,treino
LA_E_6788106,treino
LA_E_6788295,validacao
LA_E_6788365,treino
LA_E_6788398,treino
LA_E_6788409,treino
LA_E_6788412,validacao
LA_E_6788449,teste
LA_E_6788515,treino
LA_E_6788530,treino
LA_E_6788534,teste
LA_E_6788543,treino
LA_E_6788599,teste
LA_E_6788631,treino
LA_E_6788700,treino
LA_E_6788714,treino
LA_E_6788720,teste
LA_E_6788801,treino
LA_E_6788901,validacao
LA_E_6788930,treino
LA_E_6788959,treino
LA_E_6789041,treino
LA_E_6789063,validacao
LA_E_6789078,treino
LA_E_6789111,teste
LA_E_6789114,treino
LA_E_6789117,teste
LA_E_6789125,treino
LA_E_6789129,validacao
LA_E_6789152,treino
LA_E_6789251,treino
LA_E_6789255,treino
LA_E_6789292,validacao
LA_E_6789309,teste
LA_E_6789324,treino
LA_E_6789338,treino
LA_E_6789339,validacao
LA_E_6789357,treino
LA_E_6789415,treino
LA_E_6789468,teste
LA_E_6789474,treino
LA_E_6789665,validacao
LA_E_6789691,treino
LA_E_6789755,treino
LA_E_6789836,treino
LA_E_6789902,teste
LA_E_6789903,teste
LA_E_6789945,treino
LA_E_6790010,treino
LA_E_6790036,treino
LA_E_6790053,treino
LA_E_6790059,treino
LA_E_6790088,treino
LA_E_6790107,treino
LA_E_6790111,treino
LA_E_6790186,treino
LA_E_6790187,treino
LA_E_6790232,teste
LA_E_6790259,treino
LA_E_6790304,teste
LA_E_6790314,treino
LA_E_6790346,treino
LA_E_6790441,treino
LA_E_6790471,treino
LA_E_6790515,teste
LA_E_6790520,teste
LA_E_6790628,treino
LA_E_6790764,treino
LA_E_6790818,treino
LA_E_6790951,treino
LA_E_6791019,treino
LA_E_6791032,treino
LA_E_6791074,teste
LA_E_6791076,treino
LA_E_6791122,treino
LA_E_6791179,treino
LA_E_6791264,treino
LA_E_6791274,treino
LA_E_6791305,treino
LA_E_6791341,teste
LA_E_6791351,treino
LA_E_6791361,treino
LA_E_6791369,treino
LA_E_6791398,teste
LA_E_6791446,treino
LA_E_6791457,treino
LA_E_6791459,teste
LA_E_6791523,treino
LA_E_6791546,treino
LA_E_6791669,treino
LA_E_6791719,teste
LA_E_6791735,treino
LA_E_6791776,treino
LA_E_6791809,treino
LA_E_6791851,treino
LA_E_6791895,validacao
LA_E_6791901,treino
LA_E_6792005,treino
LA_E_6792043,treino
LA_E_6792153,teste
LA_E_6792208,treino
LA_E_6792322,treino
LA_E_6792329,treino
LA_E_6792427,treino
LA_E_6792478,treino
LA_E_6792489,validacao
LA_E_6792554,treino
LA_E_6792617,treino
LA_E_6792658,treino
LA_E_6792662,treino
LA_E_6792748,teste
LA_E_6792774,teste
LA_E_6792823,treino
LA_E_6792847,treino
LA_E_6792945,treino
LA_E_6792968,validacao
LA_E_6792970,treino
LA_E_6793076,treino
LA_E_6793143,treino
LA_E_6793156,treino
LA_E_6793228,treino
LA_E_6793298,validacao
LA_E_6793464,treino
LA_E_6793517,treino
LA_E_6793588,teste
LA_E_6793717,treino
LA_E_6793737,validacao
LA_E_6793776,treino
LA_E_6793824,treino
LA_E_6793841,validacao
LA_E_6793872,treino
LA_E_6793873,treino
LA_E_6793956,treino
LA_E_6793987,validacao
LA_E_6794127,treino
LA_E_6794238,treino
LA_E_6794246,treino
LA_E_6794251,treino
LA_E_6794304,treino
LA_E_6794306,treino
LA_E_6794511,treino
LA_E_6794523,treino
LA_E_6794531,treino
LA_E_6794537,treino
LA_E_6794541,treino
LA_E_6794666,treino
LA_E_6794673,teste
LA_E_6794723,treino
LA_E_6794725,teste
LA_E_6794771,treino
LA_E_6794905,treino
LA_E_6795053,treino
LA_E_6795150,treino
LA_E_6795269,treino
LA_E_6795287,treino
LA_E_6795299,treino
LA_E_6795347,treino
LA_E_6795419,treino
LA_E_6795518,treino
LA_E_6795578,treino
LA_E_6795589,treino
LA_E_6795590,treino
LA_E_6795615,treino
LA_E_6795730,treino
LA_E_6795863,treino
LA_E_6795870,treino
LA_E_6795944,teste
LA_E_6796002,treino
LA_E_6796097,treino
LA_E_6796120,treino
LA_E_6796187,treino
LA_E_6796300,treino
LA_E_6796307,treino
LA_E_6796336,validacao
LA_E_6796357,treino
LA_E_6796370,validacao
LA_E_6796374,treino
LA_E_6796475,validacao
LA_E_6796524,treino
LA_E_6796530,treino
LA_E_6796556,treino
LA_E_6796561,treino
LA_E_6796690,treino
LA_E_6796721,treino
LA_E_6796735,treino
LA_E_6796745,treino
LA_E_6796754,treino
LA_E_6796761,treino
LA_E_6796791,treino
LA_E_6796926,treino
LA_E_6796966,teste
LA_E_6797030,treino
LA_E_6797052,treino
LA_E_6797223,treino
LA_E_6797389,treino
LA_E_6797617,treino
LA_E_6797645,treino
LA_E_6797686,treino
LA_E_6797739,treino
LA_E_6797750,treino
LA_E_6797770,validacao
LA_E_6797812,treino
LA_E_6797816,treino
LA_E_6797820,treino
LA_E_6797837,treino
LA_E_6797907,validacao
LA_E_6797929,treino
LA_E_6797947,treino
LA_E_6798029,treino
LA_E_6798031,treino
LA_E_6798048,treino
LA_E_6798085,treino
LA_E_6798094,treino
LA_E_6798110,treino
LA_E_6798213,treino
LA_E_6798258,treino
LA_E_6798308,treino
LA_E_6798314,treino
LA_E_6798315,teste
LA_E_6798320,teste
LA_E_6798449,treino
LA_E_6798485,treino
LA_E_6798490,treino
LA_E_6798601,teste
LA_E_6798625,teste
LA_E_6798713,validacao
LA_E_6798784,treino
LA_E_6798825,validacao
LA_E_6798835,treino
LA_E_6798917,treino
LA_E_6798977,treino
LA_E_6799010,treino
LA_E_6799029,treino
LA_E_6799190,validacao
LA_E_6799204,teste
LA_E_6799216,treino
LA_E_6799298,validacao
LA_E_6799303,treino
LA_E_6799333,treino
LA_E_6799340,treino
LA_E_6799371,treino
LA_E_6799384,treino
LA_E_6799388,validacao
LA_E_6799395,teste
LA_E_6799406,treino
LA_E_6799458,treino
LA_E_6799549,treino
LA_E_6799557,treino
LA_E_6799631,treino
LA_E_6799725,teste
LA_E_6799790,treino
LA_E_6799823,treino
LA_E_6799827,teste
LA_E_6799941,treino
LA_E_6799966,treino
LA_E_6800129,treino
LA_E_6800178,treino
LA_E_6800285,treino
LA_E_6800294,treino
LA_E_6800299,validacao
LA_E_6800342,validacao
LA_E_6800351,teste
LA_E_6800440,treino
LA_E_6800496,treino
LA_E_6800521,treino
LA_E_6800532,treino
LA_E_6800553,teste
LA_E_6800574,treino
LA_E_6800650,treino
LA_E_6800651,treino
LA_E_6800684,teste
LA_E_6800735,validacao
LA_E_6800762,treino
LA_E_6800784,treino
LA_E_6800815,treino
LA_E_6800854,validacao
LA_E_6800855,treino
LA_E_6800971,treino
LA_E_6800973,teste
LA_E_6800976,teste
LA_E_6801012,treino
LA_E_6801016,treino
LA_E_6801029,validacao
LA_E_6801065,teste
LA_E_6801095,treino
LA_E_6801141,treino
LA_E_6801179,treino
LA_E_6801193,treino
LA_E_6801287,validacao
LA_E_6801291,treino
LA_E_6801301,treino
LA_E_6801332,treino
LA_E_6801346,treino
LA_E_6801396,treino
LA_E_6801398,treino
LA_E_6801440,treino
LA_E_6801449,treino
LA_E_6801500,treino
LA_E_6801522,teste
LA_E_6801529,treino
LA_E_6801565,validacao
LA_E_6801578,treino
LA_E_6801630,teste
LA_E_6801735,treino
LA_E_6801774,treino
LA_E_6801814,treino
LA_E_6801820,treino
LA_E_6801886,treino
LA_E_6801896,treino
LA_E_6801934,treino
LA_E_6801989,treino
LA_E_6802024,treino
LA_E_6802042,treino
LA_E_6802095,treino
LA_E_6802151,validacao
LA_E_6802157,treino
LA_E_6802222,teste
LA_E_6802345,treino
LA_E_6802381,treino
LA_E_6802408,treino
LA_E_6802415,teste
LA_E_6802481,teste
LA_E_6802558,treino
LA_E_6802559,validacao
LA_E_6802571,teste
LA_E_6802616,treino
LA_E_6802656,teste
LA_E_6802660,teste
LA_E_6802673,treino
LA_E_6802716,validacao
LA_E_6802755,validacao
LA_E_6802769,treino
LA_E_6802858,treino
LA_E_6802939,treino
LA_E_6802992,validacao
LA_E_6803003,treino
LA_E_6803030,validacao
LA_E_6803042,treino
LA_E_6803091,validacao
LA_E_6803115,validacao
LA_E_6803234,teste
LA_E_6803236,teste
LA_E_6803262,treino
LA_E_6803282,treino
LA_E_6803314,treino
LA_E_6803528,treino
LA_E_6803538,teste
LA_E_6803693,teste
LA_E_6803758,teste
LA_E_6803784,treino
LA_E_6803828,treino
LA_E_6803830,treino
LA_E_6803890,treino
LA_E_6803893,treino
LA_E_6803899,treino
LA_E_6803911,treino
LA_E_6803916,treino
LA_E_6803998,treino
LA_E_6804037,validacao
LA_E_6804081,treino
LA_E_6804130,treino
LA_E_6804183,validacao
LA_E_6804216,validacao
LA_E_6804400,teste
LA_E_6804457,treino
LA_E_6804473,treino
LA_E_6804484,treino
LA_E_6804553,treino
LA_E_6804559,treino
LA_E_6804623,treino
LA_E_6804761,treino
LA_E_6804784,treino
LA_E_6804837,validacao
LA_E_6804927,treino
LA_E_6805003,treino
LA_E_6805056,treino
LA_E_6805105,treino
LA_E_6805108,validacao
LA_E_6805140,treino
LA_E_6805172,treino
LA_E_6805181,validacao
LA_E_6805215,treino
LA_E_6805217,treino
LA_E_6805240,treino
LA_E_6805430,treino
LA_E_6805440,treino
LA_E_6805558,treino
LA_E_6805564,treino
LA_E_6805649,validacao
LA_E_6805669,treino
LA_E_6805765,treino
LA_E_6805784,teste
LA_E_6805926,treino
LA_E_6805950,treino
LA_E_6806126,teste
LA_E_6806158,treino
LA_E_6806178,treino
LA_E_6806217,treino
LA_E_6806308,treino
LA_E_6806394,treino
LA_E_6806412,treino
LA_E_6806438,treino
LA_E_6806463,treino
LA_E_6806534,treino
LA_E_6806537,treino
LA_E_6806620,treino
LA_E_6806720,treino
LA_E_6806780,treino
LA_E_6806790,teste
LA_E_6806840,teste
LA_E_6806873,validacao
LA_E_6806914,treino
LA_E_6806931,teste
LA_E_6806947,validacao
LA_E_6806956,treino
LA_E_6806994,treino
